TotalCharge,Groups,Envelope ,Miles
89.56,Std -- Double Miles,Standard,Double Miles
1159.08,Std -- Double Miles,Standard,Double Miles
2520.11,Std -- Double Miles,Standard,Double Miles
100.78,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
4668.39,Std -- Double Miles,Standard,Double Miles
2987.22,Std -- Double Miles,Standard,Double Miles
-255.13,Std -- Double Miles,Standard,Double Miles
4024.58,Std -- Double Miles,Standard,Double Miles
208.54,Std -- Double Miles,Standard,Double Miles
2649.06,Std -- Double Miles,Standard,Double Miles
532.77,Std -- Double Miles,Standard,Double Miles
2474.48,Std -- Double Miles,Standard,Double Miles
1349.74,Std -- Double Miles,Standard,Double Miles
-89.58,Std -- Double Miles,Standard,Double Miles
689.85,Std -- Double Miles,Standard,Double Miles
1629.45,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
2406.69,Std -- Double Miles,Standard,Double Miles
415.92,Std -- Double Miles,Standard,Double Miles
4039.55,Std -- Double Miles,Standard,Double Miles
4021.88,Std -- Double Miles,Standard,Double Miles
485.29,Std -- Double Miles,Standard,Double Miles
2166.14,Std -- Double Miles,Standard,Double Miles
4046.63,Std -- Double Miles,Standard,Double Miles
-90.83,Std -- Double Miles,Standard,Double Miles
-63.72,Std -- Double Miles,Standard,Double Miles
2105.82,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
84.75,Std -- Double Miles,Standard,Double Miles
3766.76,Std -- Double Miles,Standard,Double Miles
523.18,Std -- Double Miles,Standard,Double Miles
2884.49,Std -- Double Miles,Standard,Double Miles
861.67,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
453.02,Std -- Double Miles,Standard,Double Miles
4081.57,Std -- Double Miles,Standard,Double Miles
2137,Std -- Double Miles,Standard,Double Miles
1808.55,Std -- Double Miles,Standard,Double Miles
2023.18,Std -- Double Miles,Standard,Double Miles
506.13,Std -- Double Miles,Standard,Double Miles
864.26,Std -- Double Miles,Standard,Double Miles
-49.58,Std -- Double Miles,Standard,Double Miles
1050,Std -- Double Miles,Standard,Double Miles
2983.53,Std -- Double Miles,Standard,Double Miles
2080.47,Std -- Double Miles,Standard,Double Miles
1653.26,Std -- Double Miles,Standard,Double Miles
710.59,Std -- Double Miles,Standard,Double Miles
3964.35,Std -- Double Miles,Standard,Double Miles
742.99,Std -- Double Miles,Standard,Double Miles
2817.89,Std -- Double Miles,Standard,Double Miles
3942.88,Std -- Double Miles,Standard,Double Miles
3804.57,Std -- Double Miles,Standard,Double Miles
3909.09,Std -- Double Miles,Standard,Double Miles
3304.7,Std -- Double Miles,Standard,Double Miles
4.88,Std -- Double Miles,Standard,Double Miles
1097.05,Std -- Double Miles,Standard,Double Miles
22.11,Std -- Double Miles,Standard,Double Miles
2084.95,Std -- Double Miles,Standard,Double Miles
86.99,Std -- Double Miles,Standard,Double Miles
2744.64,Std -- Double Miles,Standard,Double Miles
1173.18,Std -- Double Miles,Standard,Double Miles
249.09,Std -- Double Miles,Standard,Double Miles
2110.1,Std -- Double Miles,Standard,Double Miles
-62.11,Std -- Double Miles,Standard,Double Miles
275.67,Std -- Double Miles,Standard,Double Miles
1086.55,Std -- Double Miles,Standard,Double Miles
2117.66,Std -- Double Miles,Standard,Double Miles
1156.4,Std -- Double Miles,Standard,Double Miles
4331.24,Std -- Double Miles,Standard,Double Miles
202.44,Std -- Double Miles,Standard,Double Miles
-67.06,Std -- Double Miles,Standard,Double Miles
2602.73,Std -- Double Miles,Standard,Double Miles
3373.07,Std -- Double Miles,Standard,Double Miles
4113.21,Std -- Double Miles,Standard,Double Miles
4085.46,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
3837.67,Std -- Double Miles,Standard,Double Miles
3010.97,Std -- Double Miles,Standard,Double Miles
11.97,Std -- Double Miles,Standard,Double Miles
-67.72,Std -- Double Miles,Standard,Double Miles
-66.18,Std -- Double Miles,Standard,Double Miles
-84.72,Std -- Double Miles,Standard,Double Miles
3589.01,Std -- Double Miles,Standard,Double Miles
3987.98,Std -- Double Miles,Standard,Double Miles
184.4,Std -- Double Miles,Standard,Double Miles
-87.44,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
3264.24,Std -- Double Miles,Standard,Double Miles
149.68,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
598.12,Std -- Double Miles,Standard,Double Miles
884.33,Std -- Double Miles,Standard,Double Miles
3988.37,Std -- Double Miles,Standard,Double Miles
818.13,Std -- Double Miles,Standard,Double Miles
4063.48,Std -- Double Miles,Standard,Double Miles
76.41,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
4064.2,Std -- Double Miles,Standard,Double Miles
671.71,Std -- Double Miles,Standard,Double Miles
4000.7,Std -- Double Miles,Standard,Double Miles
2922.09,Std -- Double Miles,Standard,Double Miles
3247.08,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
1563.67,Std -- Double Miles,Standard,Double Miles
275.65,Std -- Double Miles,Standard,Double Miles
-61.44,Std -- Double Miles,Standard,Double Miles
761.28,Std -- Double Miles,Standard,Double Miles
2075.39,Std -- Double Miles,Standard,Double Miles
441.37,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
37.54,Std -- Double Miles,Standard,Double Miles
1721.46,Std -- Double Miles,Standard,Double Miles
902.24,Std -- Double Miles,Standard,Double Miles
-80.17,Std -- Double Miles,Standard,Double Miles
-38.57,Std -- Double Miles,Standard,Double Miles
978.17,Std -- Double Miles,Standard,Double Miles
1796.02,Std -- Double Miles,Standard,Double Miles
197.74,Std -- Double Miles,Standard,Double Miles
-56.83,Std -- Double Miles,Standard,Double Miles
2281.55,Std -- Double Miles,Standard,Double Miles
2155.17,Std -- Double Miles,Standard,Double Miles
3036.24,Std -- Double Miles,Standard,Double Miles
3478.78,Std -- Double Miles,Standard,Double Miles
141.18,Std -- Double Miles,Standard,Double Miles
3713.51,Std -- Double Miles,Standard,Double Miles
1841.93,Std -- Double Miles,Standard,Double Miles
1178.6,Std -- Double Miles,Standard,Double Miles
2110.76,Std -- Double Miles,Standard,Double Miles
3667.26,Std -- Double Miles,Standard,Double Miles
274.9,Std -- Double Miles,Standard,Double Miles
-79.94,Std -- Double Miles,Standard,Double Miles
3508.88,Std -- Double Miles,Standard,Double Miles
1656.06,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
2091.14,Std -- Double Miles,Standard,Double Miles
2401.45,Std -- Double Miles,Standard,Double Miles
4908.97,Std -- Double Miles,Standard,Double Miles
459.73,Std -- Double Miles,Standard,Double Miles
4172.56,Std -- Double Miles,Standard,Double Miles
1175.66,Std -- Double Miles,Standard,Double Miles
2627.45,Std -- Double Miles,Standard,Double Miles
2385.66,Std -- Double Miles,Standard,Double Miles
2893.18,Std -- Double Miles,Standard,Double Miles
304.44,Std -- Double Miles,Standard,Double Miles
4194.6,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
2980.97,Std -- Double Miles,Standard,Double Miles
527.88,Std -- Double Miles,Standard,Double Miles
4153.07,Std -- Double Miles,Standard,Double Miles
742.28,Std -- Double Miles,Standard,Double Miles
2158.64,Std -- Double Miles,Standard,Double Miles
4112.13,Std -- Double Miles,Standard,Double Miles
2300.57,Std -- Double Miles,Standard,Double Miles
1593.1,Std -- Double Miles,Standard,Double Miles
17.2,Std -- Double Miles,Standard,Double Miles
128.24,Std -- Double Miles,Standard,Double Miles
125.14,Std -- Double Miles,Standard,Double Miles
1903.53,Std -- Double Miles,Standard,Double Miles
2332.17,Std -- Double Miles,Standard,Double Miles
4027.96,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
1734.6,Std -- Double Miles,Standard,Double Miles
-69.63,Std -- Double Miles,Standard,Double Miles
-95,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
2604.18,Std -- Double Miles,Standard,Double Miles
203.53,Std -- Double Miles,Standard,Double Miles
1873.87,Std -- Double Miles,Standard,Double Miles
1005.46,Std -- Double Miles,Standard,Double Miles
3973.34,Std -- Double Miles,Standard,Double Miles
0.81,Std -- Double Miles,Standard,Double Miles
241.84,Std -- Double Miles,Standard,Double Miles
991.05,Std -- Double Miles,Standard,Double Miles
4005.76,Std -- Double Miles,Standard,Double Miles
3151.91,Std -- Double Miles,Standard,Double Miles
1648.36,Std -- Double Miles,Standard,Double Miles
478.35,Std -- Double Miles,Standard,Double Miles
4.81,Std -- Double Miles,Standard,Double Miles
3375.47,Std -- Double Miles,Standard,Double Miles
2145.18,Std -- Double Miles,Standard,Double Miles
1486.23,Std -- Double Miles,Standard,Double Miles
4946.06,Std -- Double Miles,Standard,Double Miles
-15.41,Std -- Double Miles,Standard,Double Miles
2333.11,Std -- Double Miles,Standard,Double Miles
4119.92,Std -- Double Miles,Standard,Double Miles
1463.08,Std -- Double Miles,Standard,Double Miles
1426.93,Std -- Double Miles,Standard,Double Miles
182.68,Std -- Double Miles,Standard,Double Miles
4395.94,Std -- Double Miles,Standard,Double Miles
1512.01,Std -- Double Miles,Standard,Double Miles
235.86,Std -- Double Miles,Standard,Double Miles
2302.82,Std -- Double Miles,Standard,Double Miles
2410.26,Std -- Double Miles,Standard,Double Miles
2203.32,Std -- Double Miles,Standard,Double Miles
556.37,Std -- Double Miles,Standard,Double Miles
-84.71,Std -- Double Miles,Standard,Double Miles
2755.64,Std -- Double Miles,Standard,Double Miles
3364.31,Std -- Double Miles,Standard,Double Miles
4054.32,Std -- Double Miles,Standard,Double Miles
3222.71,Std -- Double Miles,Standard,Double Miles
1252.9,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
1347.99,Std -- Double Miles,Standard,Double Miles
2104.01,Std -- Double Miles,Standard,Double Miles
1301.24,Std -- Double Miles,Standard,Double Miles
4283.06,Std -- Double Miles,Standard,Double Miles
4192.03,Std -- Double Miles,Standard,Double Miles
2585.9,Std -- Double Miles,Standard,Double Miles
2916.89,Std -- Double Miles,Standard,Double Miles
2590.88,Std -- Double Miles,Standard,Double Miles
3958.39,Std -- Double Miles,Standard,Double Miles
976.96,Std -- Double Miles,Standard,Double Miles
1725.95,Std -- Double Miles,Standard,Double Miles
2725.11,Std -- Double Miles,Standard,Double Miles
2000.08,Std -- Double Miles,Standard,Double Miles
3460.2,Std -- Double Miles,Standard,Double Miles
894.47,Std -- Double Miles,Standard,Double Miles
2979.74,Std -- Double Miles,Standard,Double Miles
2918.07,Std -- Double Miles,Standard,Double Miles
1281.17,Std -- Double Miles,Standard,Double Miles
4934.93,Std -- Double Miles,Standard,Double Miles
3888.59,Std -- Double Miles,Standard,Double Miles
2677.59,Std -- Double Miles,Standard,Double Miles
-40.17,Std -- Double Miles,Standard,Double Miles
-81.67,Std -- Double Miles,Standard,Double Miles
4120.53,Std -- Double Miles,Standard,Double Miles
1113.2,Std -- Double Miles,Standard,Double Miles
837.9,Std -- Double Miles,Standard,Double Miles
4040.1,Std -- Double Miles,Standard,Double Miles
4061.57,Std -- Double Miles,Standard,Double Miles
3356.12,Std -- Double Miles,Standard,Double Miles
1335.33,Std -- Double Miles,Standard,Double Miles
594.47,Std -- Double Miles,Standard,Double Miles
2029.9,Std -- Double Miles,Standard,Double Miles
4772.26,Std -- Double Miles,Standard,Double Miles
142.96,Std -- Double Miles,Standard,Double Miles
4353.07,Std -- Double Miles,Standard,Double Miles
1980.44,Std -- Double Miles,Standard,Double Miles
149.79,Std -- Double Miles,Standard,Double Miles
-95,Std -- Double Miles,Standard,Double Miles
2276.36,Std -- Double Miles,Standard,Double Miles
1815.38,Std -- Double Miles,Standard,Double Miles
2434.05,Std -- Double Miles,Standard,Double Miles
1977.97,Std -- Double Miles,Standard,Double Miles
830.85,Std -- Double Miles,Standard,Double Miles
3971.43,Std -- Double Miles,Standard,Double Miles
3912.95,Std -- Double Miles,Standard,Double Miles
4148.4,Std -- Double Miles,Standard,Double Miles
1966.63,Std -- Double Miles,Standard,Double Miles
2108.09,Std -- Double Miles,Standard,Double Miles
-66.44,Std -- Double Miles,Standard,Double Miles
1082.42,Std -- Double Miles,Standard,Double Miles
2564.28,Std -- Double Miles,Standard,Double Miles
1833.05,Std -- Double Miles,Standard,Double Miles
3388.4,Std -- Double Miles,Standard,Double Miles
4185.27,Std -- Double Miles,Standard,Double Miles
3937.65,Std -- Double Miles,Standard,Double Miles
900.7,Std -- Double Miles,Standard,Double Miles
2249.68,Std -- Double Miles,Standard,Double Miles
2390.83,Std -- Double Miles,Standard,Double Miles
2140.61,Std -- Double Miles,Standard,Double Miles
2603.9,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
3238.51,Std -- Double Miles,Standard,Double Miles
4813.73,Std -- Double Miles,Standard,Double Miles
2493.86,Std -- Double Miles,Standard,Double Miles
2003.43,Std -- Double Miles,Standard,Double Miles
104.42,Std -- Double Miles,Standard,Double Miles
100.39,Std -- Double Miles,Standard,Double Miles
4044.98,Std -- Double Miles,Standard,Double Miles
4171.2,Std -- Double Miles,Standard,Double Miles
-38.03,Std -- Double Miles,Standard,Double Miles
1453.61,Std -- Double Miles,Standard,Double Miles
2599.26,Std -- Double Miles,Standard,Double Miles
4368.05,Std -- Double Miles,Standard,Double Miles
279.62,Std -- Double Miles,Standard,Double Miles
2511.68,Std -- Double Miles,Standard,Double Miles
704.29,Std -- Double Miles,Standard,Double Miles
209.97,Std -- Double Miles,Standard,Double Miles
2436.42,Std -- Double Miles,Standard,Double Miles
269.52,Std -- Double Miles,Standard,Double Miles
1973.97,Std -- Double Miles,Standard,Double Miles
3842.22,Std -- Double Miles,Standard,Double Miles
357.58,Std -- Double Miles,Standard,Double Miles
2856.34,Std -- Double Miles,Standard,Double Miles
-42.94,Std -- Double Miles,Standard,Double Miles
4458.05,Std -- Double Miles,Standard,Double Miles
1432.21,Std -- Double Miles,Standard,Double Miles
5.65,Std -- Double Miles,Standard,Double Miles
3617.78,Std -- Double Miles,Standard,Double Miles
-33.5,Std -- Double Miles,Standard,Double Miles
3313.35,Std -- Double Miles,Standard,Double Miles
-39.23,Std -- Double Miles,Standard,Double Miles
2330.78,Std -- Double Miles,Standard,Double Miles
527.76,Std -- Double Miles,Standard,Double Miles
315.75,Std -- Double Miles,Standard,Double Miles
2766.84,Std -- Double Miles,Standard,Double Miles
983.01,Std -- Double Miles,Standard,Double Miles
4877.77,Std -- Double Miles,Standard,Double Miles
2751.4,Std -- Double Miles,Standard,Double Miles
420.97,Std -- Double Miles,Standard,Double Miles
1785.24,Std -- Double Miles,Standard,Double Miles
-63.6,Std -- Double Miles,Standard,Double Miles
3059.51,Std -- Double Miles,Standard,Double Miles
3613.18,Std -- Double Miles,Standard,Double Miles
4601.8,Std -- Double Miles,Standard,Double Miles
328.06,Std -- Double Miles,Standard,Double Miles
3221.97,Std -- Double Miles,Standard,Double Miles
2789.64,Std -- Double Miles,Standard,Double Miles
1507.95,Std -- Double Miles,Standard,Double Miles
1179.43,Std -- Double Miles,Standard,Double Miles
117.67,Std -- Double Miles,Standard,Double Miles
3738.8,Std -- Double Miles,Standard,Double Miles
1631.04,Std -- Double Miles,Standard,Double Miles
210.83,Std -- Double Miles,Standard,Double Miles
68.95,Std -- Double Miles,Standard,Double Miles
-100,Std -- Double Miles,Standard,Double Miles
511.05,Std -- Double Miles,Standard,Double Miles
110.85,Std -- Double Miles,Standard,Double Miles
2570.89,Std -- Double Miles,Standard,Double Miles
1882.37,Std -- Double Miles,Standard,Double Miles
54.66,Std -- Double Miles,Standard,Double Miles
537.96,Std -- Double Miles,Standard,Double Miles
